Date,Value
2017-08-20,0.0
2017-08-21,0.0
2017-08-22,0.02
2017-08-23,0.0
2017-08-24,0.31
2017-08-25,17.819999999999997
2017-08-26,15.61
2017-08-27,0.42000000000000004
2017-08-28,0.42
2017-08-29,0.47000000000000003
2017-08-30,0.0
2017-08-31,0.0
